caseid,panid,week,brand,decision,regpr,pcut,disp,feat
765,15222141,975,1,0,6.925,0.118,0,1
765,15222141,975,2,1,4.679,0,1,0
765,15222141,975,3,0,7.072,0,0,0
765,15222141,975,4,0,6.59,0,0,0
766,15222141,979,1,1,6.925,0.118,1,0
766,15222141,979,2,0,4.701,0,0,0
766,15222141,979,3,0,6.93,0,1,1
766,15222141,979,4,0,6.59,0,0,0
767,15222141,983,1,0,6.94,0.142,0,0
767,15222141,983,2,0,4.701,0,0,0
767,15222141,983,3,1,7.063,0,1,1
767,15222141,983,4,0,6.59,0,0,0
768,15222141,990,1,0,6.827,0,0,0
768,15222141,990,2,1,4.646,0,1,1
768,15222141,990,3,0,7.399,0,0,0
768,15222141,990,4,0,6.59,0,0,0
769,15222141,992,1,0,6.827,0,0,0
769,15222141,992,2,1,4.652,0,1,1
769,15222141,992,3,0,7.399,0,0,0
769,15222141,992,4,0,6.59,0,0,0
770,15504050,989,1,0,6.827,0,0,0
770,15504050,989,2,1,4.664,0,0,0
770,15504050,989,3,0,7.107,0,0,0
770,15504050,989,4,0,6.445,0.131,0,0
771,15504050,1038,1,1,7.647,0,1,1
771,15504050,1038,2,0,5.028,0,1,0
771,15504050,1038,3,0,7.803,0,0,0
771,15504050,1038,4,0,6.79,0,0,0
772,15507145,962,1,0,7.071,0.309,0,0
772,15507145,962,2,1,4.234,0,0,0
772,15507145,962,3,0,7.014,0,0,1
772,15507145,962,4,0,6.59,0,0,0
773,15507145,990,1,0,6.827,0,0,0
773,15507145,990,2,1,4.646,0,1,1
773,15507145,990,3,0,7.399,0,0,0
773,15507145,990,4,0,6.59,0,0,0
774,15507145,1009,1,0,7.279,0.684,1,1
774,15507145,1009,2,1,4.841,0.168,0,0
774,15507145,1009,3,0,7.789,0,0,0
774,15507145,1009,4,0,6.79,0,0,0
775,15560391,1001,1,0,7.095,0,0,0
775,15560391,1001,2,0,4.723,0,0,0
775,15560391,1001,3,1,7.058,0,1,1
775,15560391,1001,4,0,6.65,0,0,0
776,15800383,985,1,0,6.827,0,1,1
776,15800383,985,2,0,4.701,0,0,0
776,15800383,985,3,1,7.063,0,1,0
776,15800383,985,4,0,6.59,0,0,0
777,15802447,918,1,0,7.207,0.133,1,0
777,15802447,918,2,0,4.17,0,0,0
777,15802447,918,3,1,6.986,0,1,1
777,15802447,918,4,0,5.99,0,0,0
778,15802447,923,1,0,7.059,0,0,0
778,15802447,923,2,0,4.17,0,0,0
778,15802447,923,3,1,7.017,0,1,1
778,15802447,923,4,0,5.99,0,0,0
779,15802447,973,1,0,6.769,0,0,0
779,15802447,973,2,0,4.679,0,1,0
779,15802447,973,3,1,7.072,0,0,0
779,15802447,973,4,0,6.59,0,0,0
780,15802447,980,1,0,6.925,0.118,0,0
780,15802447,980,2,0,4.701,0,0,0
780,15802447,980,3,1,6.966,0,1,1
780,15802447,980,4,0,6.59,0,0,0
781,15812636,930,1,0,7.064,0,0,0
781,15812636,930,2,1,4.121,0,1,1
781,15812636,930,3,0,7.017,0,0,0
781,15812636,930,4,0,5.825,0,0,0
